16,00
43,00
40,00
16,00
89,00
73,00
40,00
79,00
16,00
95,00
94,00
40,00
70,00
33,00
63,00
16,00
32,00
94,00
60,00
70,00
79,00
40,00
60,00
32,00
16,00
44,00
81,00
16,00
49,00
100,00
70,00
70,00
60,00
56,00
16,00
55,00
89,00
20,00
54,00
49,00
16,00
94,00
81,00
20,00
16,00
16,00
22,00
53,00
79,00
70,00
43,00
22,00
63,00
16,00
61,00
84,00
40,00
20,00
89,00
53,00
53,00
100,00
30,00
73,00
16,00
70,00
89,00
49,00
97,00
16,00
83,00
30,00
53,00
43,00
100,00
40,00
20,00
79,00
49,00
40,00
16,00
90,00
30,00
30,00
83,00
30,00
70,00
16,00
97,00
73,00
30,00
79,00
74,00
49,00
16,00
23,00
89,00
30,00
94,00
60,00
